t,x,y
20.981,-329.6,-604.3
20.998,-329.7,-604.3
21.014,-328.5,-604.9
21.031,-326.0,-606.2
21.048,-321.8,-608.3
21.064,-316.3,-611.4
21.081,-309.7,-614.7
21.098,-301.8,-618.6
21.114,-292.2,-623.0
21.131,-281.2,-628.0
21.148,-269.1,-633.2
21.164,-255.8,-638.4
21.181,-240.8,-644.0
21.198,-225.2,-649.4
21.214,-208.1,-655.1
21.231,-190.2,-660.4
21.248,-171.1,-665.3
21.264,-150.7,-669.8
21.281,-131.3,-674.5
21.298,-109.7,-677.9
21.314,-88.67,-680.4
21.331,-66.08,-682.8
21.347,-43.18,-684.6
21.364,-19.60,-684.9
21.381,3.182,-685.3
21.397,27.31,-684.5
21.414,50.26,-683.1
21.431,72.53,-680.8
21.447,94.71,-678.0
21.464,116.2,-674.2
21.481,138.3,-669.9
21.497,157.5,-665.0
21.514,177.5,-659.8
21.531,195.8,-654.2
21.547,213.8,-648.3
21.564,231.1,-642.1
21.581,246.4,-636.0
21.597,261.1,-630.0
21.614,274.7,-624.0
21.631,286.9,-618.3
21.647,297.9,-613.0
21.664,307.3,-608.2
21.681,315.9,-603.9
21.697,322.8,-600.1
21.714,329.4,-596.9
21.730,333.7,-594.9
21.747,336.7,-593.2
21.764,338.6,-592.0
21.780,339.2,-591.9
21.797,338.1,-592.4
21.814,336.2,-593.9
21.830,332.8,-595.9
21.847,327.6,-598.4
21.864,321.6,-601.7
21.880,314.1,-605.9
21.897,305.0,-610.4
21.914,294.2,-615.5
21.930,283.9,-620.9
21.947,270.0,-626.4
21.964,256.2,-632.7
21.980,241.5,-638.7
21.997,225.2,-645.0
22.014,208.2,-650.8
22.030,189.9,-656.8
22.047,170.7,-662.2
22.063,149.3,-667.3
22.080,128.8,-671.9
22.097,107.6,-676.1
22.113,87.38,-679.8
22.130,63.63,-682.8
22.147,40.50,-684.4
22.163,18.58,-686.0
22.180,-4.829,-686.3
22.197,-27.64,-686.0
22.213,-50.82,-684.9
22.230,-72.96,-683.3
22.247,-95.01,-680.8
22.263,-115.2,-677.9
22.280,-136.2,-674.4
22.297,-157.3,-669.5
22.313,-175.5,-665.0
22.330,-194.1,-660.2
22.347,-210.8,-654.9
22.363,-227.6,-649.4
22.380,-242.3,-644.0
22.397,-255.9,-639.1
22.413,-268.7,-633.8
22.430,-279.9,-629.0
22.446,-289.7,-624.7
22.463,-297.9,-620.8
22.480,-305.2,-617.3
22.496,-311.0,-614.2
22.513,-315.3,-612.1
22.530,-318.3,-610.5
22.546,-320.2,-609.4
22.563,-320.4,-609.2
22.580,-319.8,-609.5
22.596,-317.8,-610.7
22.613,-314.0,-612.3
22.630,-309.3,-614.7
22.646,-303.0,-618.0
22.663,-295.5,-621.5
22.680,-286.6,-625.5
22.696,-276.3,-629.9
22.713,-264.7,-634.9
22.730,-252.1,-640.0
22.746,-238.0,-645.1
22.763,-222.8,-650.6
22.780,-206.6,-655.5
22.796,-189.5,-660.4
22.813,-171.5,-665.2
22.829,-153.2,-669.6
22.846,-131.6,-673.8
22.863,-112.2,-677.5
22.879,-91.38,-680.1
22.896,-69.94,-682.4
22.913,-48.25,-684.2
22.929,-26.17,-685.0
22.946,-1.540,-685.9
22.963,17.47,-684.3
22.979,43.50,-683.8
22.996,64.13,-681.9
23.013,86.09,-679.2
23.029,107.7,-676.0
23.046,128.5,-672.0
23.063,148.0,-667.5
23.079,167.2,-662.5
23.096,186.8,-657.0
23.113,204.2,-651.5
23.129,221.2,-645.9
23.146,237.1,-640.2
23.163,251.0,-634.4
23.179,264.4,-628.2
23.196,276.7,-622.7
23.212,287.8,-617.9
23.229,297.3,-613.3
23.246,306.0,-609.1
23.262,313.1,-605.2
23.279,319.3,-602.1
23.296,323.7,-599.6
23.312,327.2,-597.5
23.329,329.3,-596.3
23.346,330.2,-596.0
23.362,329.8,-596.3
23.379,327.8,-597.5
23.396,324.9,-599.1
23.412,320.0,-601.6
23.429,314.5,-604.4
23.446,307.3,-608.1
23.462,299.2,-612.4
23.479,289.7,-617.0
23.496,278.0,-622.3
23.512,266.5,-627.5
23.529,252.5,-633.0
23.545,238.4,-639.0
23.562,223.0,-644.9
23.579,206.2,-650.6
23.595,188.7,-656.3
23.612,170.0,-661.6
23.629,150.6,-666.5
23.645,130.9,-670.9
23.662,110.4,-674.9
23.679,89.63,-679.0
23.695,68.05,-681.9
23.712,46.53,-683.8
23.729,23.25,-685.0
23.745,-0.543,-685.4
23.762,-24.51,-685.3
23.779,-44.43,-684.8
23.795,-67.09,-683.4
23.812,-89.42,-680.4
23.829,-109.3,-678.2
23.845,-130.2,-674.6
23.862,-149.6,-670.2
23.879,-168.0,-666.1
23.895,-185.2,-662.0
23.912,-201.8,-657.1
23.928,-217.7,-652.0
23.945,-232.6,-647.1
23.962,-246.5,-642.1
23.978,-259.1,-637.5
23.995,-270.4,-632.8
24.012,-280.1,-628.8
24.028,-288.7,-624.8
24.045,-295.6,-621.6
24.062,-301.7,-618.7
24.078,-306.4,-616.2
24.095,-309.5,-614.6
24.112,-311.8,-613.4
24.128,-312.5,-613.1
24.145,-311.8,-613.3
24.162,-310.0,-614.1
24.178,-306.8,-615.9
24.195,-302.4,-617.7
24.212,-296.4,-620.5
24.228,-289.8,-624.0
24.245,-281.5,-628.0
24.262,-272.0,-632.0
24.278,-260.7,-636.7
24.295,-248.3,-641.5
24.311,-235.6,-646.3
24.328,-221.4,-651.0
24.345,-205.5,-656.0
24.361,-189.3,-660.7
24.378,-172.0,-665.4
24.395,-152.9,-670.0
24.411,-133.3,-674.1
24.428,-114.1,-677.2
24.445,-93.64,-680.0
24.461,-72.87,-682.3
24.478,-51.09,-684.2
24.495,-28.69,-684.9
24.511,-4.737,-686.1
24.528,14.54,-685.2
24.545,37.76,-684.1
24.561,57.76,-682.3
24.578,80.22,-679.9
24.595,100.9,-677.0
24.611,120.7,-673.4
24.628,140.5,-669.4
24.645,160.5,-664.7
24.661,178.5,-659.8
24.678,195.6,-654.4
24.694,212.3,-648.9
24.711,227.4,-643.3
24.728,242.3,-637.7
24.744,255.2,-632.4
24.761,267.2,-627.2
24.778,278.9,-622.2
24.794,288.1,-617.5
24.811,297.1,-613.2
24.828,304.2,-609.4
24.844,310.7,-606.0
24.861,315.6,-603.9
24.878,319.1,-602.0
24.894,321.4,-600.8
24.911,322.0,-600.6
24.928,321.7,-600.6
24.944,320.4,-601.3
24.961,317.9,-603.0
24.978,313.3,-605.2
24.994,308.2,-608.1
25.011,301.3,-611.5
25.027,293.1,-615.5
25.044,284.3,-619.8
25.061,273.4,-624.4
25.077,262.0,-629.6
25.094,248.8,-635.0
25.111,235.1,-640.5
25.127,219.6,-646.2
25.144,203.8,-651.6
25.161,186.6,-657.1
25.177,168.9,-662.1
25.194,150.4,-666.8
25.211,131.3,-671.5
25.227,110.2,-675.5
25.244,89.51,-678.3
25.261,68.44,-681.3
25.277,46.54,-683.1
25.294,24.15,-684.6
25.311,2.167,-685.4
25.327,-20.04,-685.2
25.344,-40.33,-685.1
25.361,-61.79,-683.9
25.377,-83.66,-681.4
25.394,-103.2,-679.2
25.410,-122.5,-675.9
25.427,-142.1,-672.3
25.444,-160.6,-668.1
25.460,-178.0,-663.9
25.477,-194.5,-659.1
25.494,-210.4,-654.3
25.510,-225.2,-649.6
25.527,-238.3,-645.0
25.544,-250.2,-640.8
25.560,-261.6,-636.3
25.577,-271.2,-632.3
25.594,-279.9,-628.5
25.610,-286.9,-625.2
25.627,-293.1,-622.3
25.644,-297.7,-620.0
25.660,-300.9,-618.3
25.677,-303.1,-617.3
25.694,-304.1,-616.8
25.710,-303.4,-617.1
25.727,-302.0,-617.8
25.744,-299.0,-619.5
25.760,-294.8,-621.4
25.777,-289.3,-623.9
25.793,-282.4,-626.9
25.810,-274.6,-630.6
25.827,-265.4,-634.1
25.843,-254.9,-638.5
25.860,-242.9,-642.7
25.877,-230.6,-647.3
25.893,-216.3,-652.0
25.910,-201.4,-656.7
25.927,-185.6,-661.3
25.943,-169.2,-665.6
25.960,-151.4,-669.5
25.977,-132.6,-673.2
25.993,-113.4,-676.3
26.010,-93.55,-679.4
26.027,-73.97,-681.5
26.043,-52.78,-683.4
26.060,-31.99,-684.3
26.077,-9.524,-685.1
26.093,11.64,-684.3
26.110,32.62,-683.5
26.127,54.12,-682.0
26.143,75.25,-680.1
26.160,95.31,-677.2
26.176,115.7,-673.8
26.193,134.8,-670.2
26.210,153.9,-665.6
26.226,172.1,-661.1
26.243,188.9,-655.9
26.260,205.4,-650.9
26.276,220.9,-646.1
26.293,235.5,-640.3
26.310,248.2,-635.3
26.326,260.1,-630.4
26.343,271.3,-625.6
