t,x,y
19.078,139.1,-530.1
19.094,130.2,-531.7
19.111,120.0,-533.9
19.127,109.2,-535.5
19.144,97.74,-537.7
19.161,86.00,-538.9
19.177,73.55,-539.8
19.194,59.78,-540.9
19.211,45.19,-541.4
19.227,31.12,-541.8
19.244,16.45,-541.4
19.261,2.771,-541.0
19.277,-12.34,-539.6
19.294,-27.34,-538.4
19.311,-39.66,-536.6
19.327,-53.36,-534.5
19.344,-65.35,-531.9
19.361,-78.26,-529.5
19.377,-89.06,-527.4
19.394,-99.31,-524.6
19.410,-107.9,-522.1
19.427,-115.9,-519.7
19.444,-122.6,-517.7
19.460,-128.1,-515.7
19.477,-132.5,-514.1
19.494,-135.2,-513.0
19.510,-136.8,-512.4
19.527,-137.0,-512.3
19.544,-135.8,-512.5
19.560,-133.3,-513.5
19.577,-129.5,-514.5
19.594,-124.4,-516.2
19.610,-118.2,-517.8
19.627,-111.1,-520.0
19.644,-102.6,-521.9
19.660,-92.15,-524.7
19.677,-81.18,-527.0
19.693,-70.39,-529.3
19.710,-58.01,-531.7
19.727,-44.69,-533.6
19.743,-31.73,-535.5
19.760,-18.18,-537.5
19.777,-4.519,-538.6
19.793,10.14,-539.8
19.810,24.83,-539.9
19.827,39.08,-540.1
19.843,52.41,-539.7
19.860,65.01,-539.7
19.877,77.58,-538.8
19.893,89.39,-537.4
19.910,102.0,-536.0
19.927,111.4,-534.5
19.943,122.3,-532.8
19.960,131.7,-530.9
19.976,138.9,-529.6
19.993,146.4,-527.8
20.010,152.1,-526.5
20.026,156.9,-525.1
20.043,160.3,-524.1
20.060,162.8,-523.6
20.076,164.1,-523.2
20.093,163.8,-523.1
20.110,162.7,-523.5
20.126,160.2,-524.3
20.143,157.0,-525.2
20.160,152.2,-526.7
20.176,146.5,-528.2
20.193,140.2,-529.8
20.210,132.2,-531.6
20.226,122.9,-533.5
20.243,112.8,-535.4
20.259,102.9,-537.0
20.276,90.82,-538.6
20.293,79.07,-540.0
20.309,66.28,-540.7
20.326,53.40,-541.6
20.343,40.43,-541.6
20.359,26.68,-541.7
20.376,12.28,-541.4
20.393,-1.383,-540.5
20.409,-16.10,-539.6
20.426,-28.48,-537.9
20.443,-42.97,-536.5
20.459,-54.48,-534.1
20.476,-66.67,-531.7
20.493,-78.43,-529.4
20.509,-87.97,-527.0
20.526,-98.45,-524.6
20.542,-106.7,-522.3
20.559,-113.8,-520.0
20.576,-119.6,-518.0
20.592,-124.5,-516.3
20.609,-128.1,-514.9
20.626,-130.4,-513.9
20.642,-131.7,-513.4
20.659,-131.4,-513.4
20.676,-129.8,-513.7
20.692,-126.9,-514.9
20.709,-123.0,-516.0
20.726,-117.8,-517.5
20.742,-111.3,-519.5
20.759,-103.7,-521.2
20.776,-94.72,-523.7
20.792,-85.02,-526.0
20.809,-73.75,-527.8
20.825,-62.17,-530.1
20.842,-50.81,-532.3
20.859,-38.32,-534.5
20.875,-25.60,-536.3
20.892,-11.85,-537.7
20.909,2.260,-538.7
20.925,16.07,-539.8
20.942,29.77,-539.7
20.959,42.83,-539.7
20.975,55.43,-539.5
20.992,69.01,-539.0
21.009,79.62,-538.5
21.025,92.61,-536.9
21.042,102.9,-535.8
21.059,113.8,-534.0
21.075,122.3,-532.5
21.092,131.5,-530.9
21.108,138.3,-529.4
21.125,144.6,-528.3
21.142,150.2,-526.7
21.158,154.7,-525.8
21.175,157.7,-525.0
21.192,159.6,-524.3
21.208,160.3,-524.3
21.225,159.8,-524.6
21.242,158.6,-524.9
21.258,155.8,-525.9
21.275,152.0,-526.9
21.292,147.3,-528.1
21.308,141.3,-529.5
21.325,134.0,-531.4
21.342,126.2,-532.7
21.358,117.3,-534.3
21.375,107.9,-536.1
21.391,96.94,-537.6
21.408,85.84,-539.1
21.425,74.22,-539.8
21.441,61.77,-540.8
21.458,48.44,-541.4
21.475,35.43,-541.5
21.491,21.66,-541.5
21.508,8.824,-540.9
21.525,-4.658,-539.9
21.541,-18.17,-538.8
21.558,-32.08,-537.5
21.575,-44.72,-535.4
21.591,-56.48,-533.6
21.608,-68.02,-531.5
21.625,-77.61,-528.9
21.641,-88.04,-526.7
21.658,-96.80,-524.5
21.674,-104.9,-522.4
21.691,-111.8,-520.4
21.708,-117.0,-518.7
21.724,-121.6,-517.2
21.741,-124.5,-516.2
21.758,-126.6,-515.3
21.774,-127.1,-515.2
21.791,-126.6,-515.2
21.808,-124.4,-515.8
21.824,-121.4,-516.6
21.841,-116.9,-518.2
21.858,-111.4,-519.6
21.874,-105.0,-521.4
21.891,-97.79,-523.5
21.908,-88.69,-525.5
21.924,-78.80,-527.6
21.941,-67.94,-529.8
21.957,-56.67,-531.7
21.974,-44.87,-533.9
21.991,-32.91,-535.8
22.007,-21.17,-537.5
22.024,-7.785,-538.6
22.041,5.337,-539.6
22.057,19.74,-540.0
22.074,31.68,-540.4
22.091,44.32,-540.4
22.107,58.25,-539.9
22.124,69.51,-539.6
22.141,81.31,-538.5
22.157,92.57,-537.5
22.174,102.5,-536.4
22.191,112.7,-534.9
22.207,120.9,-533.5
22.224,129.1,-532.1
22.240,135.4,-530.6
22.257,141.3,-529.4
22.274,145.9,-528.4
22.290,149.5,-527.5
22.307,152.3,-526.8
22.324,153.8,-526.3
22.340,154.3,-526.4
22.357,153.7,-526.7
22.374,151.9,-527.1
22.390,148.8,-527.8
22.407,144.8,-528.8
22.424,140.0,-530.0
22.440,133.7,-531.4
22.457,126.7,-532.8
22.474,118.8,-534.2
22.490,110.0,-536.1
22.507,99.73,-537.6
22.523,89.58,-538.8
22.540,78.28,-539.7
22.557,66.30,-540.4
22.573,54.56,-541.6
22.590,42.52,-541.9
22.607,29.73,-542.0
22.623,16.59,-541.6
22.640,3.622,-540.8
22.657,-9.483,-539.7
22.673,-22.48,-538.6
22.690,-35.31,-536.7
22.707,-46.11,-535.1
22.723,-57.71,-532.7
22.740,-68.37,-530.7
22.757,-78.49,-528.6
22.773,-87.89,-526.5
22.790,-96.20,-524.4
22.806,-103.4,-522.4
22.823,-109.7,-520.7
22.840,-114.2,-519.1
22.856,-118.3,-517.7
22.873,-120.9,-516.8
22.890,-122.4,-516.5
22.906,-122.6,-516.2
22.923,-121.5,-516.6
22.940,-119.4,-517.0
22.956,-115.8,-517.9
22.973,-110.7,-519.1
