t,x,y
13.335,135.3,-695.4
13.352,147.0,-693.0
13.368,156.5,-690.5
13.385,166.1,-688.7
13.402,174.2,-686.6
13.418,181.7,-684.6
13.435,188.2,-682.6
13.452,194.1,-681.1
13.468,198.8,-679.9
13.485,203.0,-678.6
13.502,206.0,-677.5
13.518,207.9,-676.9
13.535,209.0,-676.6
13.551,209.1,-676.6
13.568,208.1,-676.6
13.585,206.2,-677.3
13.601,203.4,-678.4
13.618,199.4,-679.4
13.635,194.6,-680.9
13.651,188.4,-682.5
13.668,181.8,-684.3
13.685,174.2,-686.4
13.701,166.3,-688.5
13.718,157.1,-690.7
13.735,147.2,-692.6
13.751,136.8,-694.6
13.768,125.4,-696.6
13.785,113.7,-698.4
13.801,101.4,-700.4
13.818,89.12,-701.9
13.834,75.37,-703.5
13.851,61.71,-704.6
13.868,48.45,-705.5
13.884,33.88,-706.1
13.901,20.27,-706.8
13.918,6.225,-706.6
13.934,-7.951,-706.6
13.951,-21.90,-706.0
13.968,-35.81,-705.4
13.984,-49.46,-704.5
14.001,-62.40,-703.4
14.018,-74.84,-701.9
14.034,-87.13,-700.3
14.051,-98.14,-698.8
14.068,-109.5,-697.2
14.084,-119.6,-695.4
14.101,-129.4,-693.5
14.118,-137.6,-691.7
14.134,-144.3,-689.9
14.151,-151.9,-688.3
14.167,-158.2,-687.1
14.184,-162.4,-685.8
14.201,-166.9,-684.7
14.217,-169.7,-683.9
14.234,-172.2,-683.1
14.251,-173.2,-683.0
14.267,-173.3,-683.1
14.284,-172.2,-683.2
14.301,-170.1,-683.7
14.317,-167.2,-684.6
14.334,-163.3,-685.8
14.351,-158.6,-687.0
14.367,-152.9,-688.0
14.384,-146.2,-689.6
14.401,-139.1,-691.2
14.417,-129.8,-693.0
14.434,-121.0,-694.8
14.450,-111.4,-696.6
14.467,-101.1,-698.4
14.484,-89.71,-700.3
14.500,-78.00,-701.6
14.517,-64.66,-702.9
14.534,-53.25,-704.3
14.550,-39.35,-705.2
14.567,-25.46,-705.9
14.584,-12.13,-706.4
14.600,1.716,-706.8
14.617,15.88,-706.7
14.634,29.70,-706.5
14.650,43.26,-705.6
14.667,57.59,-704.8
14.684,71.61,-703.9
14.700,83.64,-702.5
14.717,97.03,-700.8
14.733,108.4,-699.3
14.750,120.6,-697.6
14.767,131.6,-695.6
14.783,142.0,-693.6
14.800,151.5,-691.3
14.817,160.5,-689.5
14.833,168.6,-687.4
14.850,175.9,-685.6
14.867,182.9,-683.8
14.883,188.6,-682.3
14.900,193.3,-680.9
14.917,197.4,-679.8
14.933,200.3,-678.6
14.950,202.5,-678.1
14.967,203.6,-677.7
14.983,203.6,-677.7
15.000,202.7,-677.9
15.017,201.2,-678.4
15.033,198.4,-679.2
15.050,194.8,-680.5
15.066,190.4,-681.7
15.083,184.9,-683.2
15.100,178.6,-684.9
15.116,171.9,-686.7
15.133,164.2,-688.5
15.150,155.1,-690.7
15.166,146.0,-692.8
15.183,135.1,-694.7
15.200,124.5,-696.6
15.216,113.2,-698.4
15.233,100.7,-700.1
15.250,89.35,-701.8
15.266,75.90,-703.2
15.283,62.78,-704.6
15.300,49.33,-705.4
15.316,35.10,-706.4
15.333,21.68,-706.7
15.349,8.072,-707.0
15.366,-6.101,-706.8
15.383,-19.70,-706.4
15.399,-33.04,-705.7
15.416,-45.64,-704.9
15.433,-58.32,-703.9
15.449,-71.00,-702.4
15.466,-82.46,-700.9
15.483,-94.10,-699.4
15.499,-104.2,-697.8
15.516,-115.2,-696.3
15.533,-124.1,-694.3
15.549,-131.9,-692.8
15.566,-139.2,-690.8
15.583,-146.7,-689.5
15.599,-153.1,-688.3
15.616,-158.0,-687.1
15.632,-161.2,-685.7
15.649,-164.1,-684.8
15.666,-166.6,-684.5
15.682,-168.0,-684.2
15.699,-168.2,-684.2
15.716,-167.4,-684.5
15.732,-165.6,-684.9
15.749,-163.3,-685.4
15.766,-159.8,-686.5
15.782,-155.2,-687.6
15.799,-150.0,-689.0
15.816,-143.5,-690.7
15.832,-136.6,-692.4
15.849,-128.2,-693.8
15.866,-119.9,-695.4
15.882,-110.1,-697.1
15.899,-99.04,-698.8
15.915,-88.87,-700.5
15.932,-77.78,-702.1
15.949,-65.54,-703.6
15.965,-53.22,-705.3
15.982,-40.09,-705.8
15.999,-27.56,-706.5
16.015,-13.59,-707.0
16.032,0.329,-706.9
16.049,13.09,-707.4
16.065,27.36,-706.9
16.082,40.21,-706.1
16.099,53.44,-705.4
16.115,66.89,-704.4
16.132,79.23,-703.2
16.149,92.64,-702.0
16.165,103.8,-700.3
16.182,115.6,-698.4
16.199,126.4,-696.5
16.215,137.4,-694.7
16.232,146.8,-692.6
16.248,156.2,-690.8
16.265,164.3,-688.9
16.282,171.9,-686.8
16.298,178.3,-685.2
16.315,184.1,-683.7
16.332,189.0,-682.5
16.348,193.0,-681.3
16.365,196.1,-680.2
16.382,198.3,-679.7
16.398,199.6,-679.2
16.415,199.7,-679.3
16.432,199.3,-679.6
16.448,197.5,-679.8
16.465,195.0,-680.5
16.482,191.7,-681.5
16.498,187.3,-682.6
16.515,182.1,-684.2
16.531,176.3,-685.8
16.548,169.3,-687.5
16.565,161.6,-689.0
16.581,153.2,-691.3
16.598,143.7,-693.1
16.615,134.3,-695.4
16.631,123.9,-697.2
16.648,113.5,-698.9
16.665,101.3,-700.6
16.681,88.87,-702.2
16.698,77.17,-703.6
16.715,63.82,-704.7
16.731,50.82,-705.4
16.748,37.66,-706.5
16.765,24.27,-706.7
16.781,11.12,-706.7
16.798,-2.191,-706.9
16.814,-16.21,-706.4
16.831,-29.04,-705.8
16.848,-42.36,-705.3
16.864,-54.84,-704.3
16.881,-68.03,-703.4
16.898,-78.44,-701.9
16.914,-90.36,-700.6
16.931,-100.6,-698.8
16.948,-111.3,-697.1
16.964,-119.9,-695.5
16.981,-127.6,-693.9
16.998,-136.1,-692.3
17.014,-142.9,-691.2
17.031,-148.7,-689.9
17.048,-153.7,-688.6
17.064,-158.0,-687.3
17.081,-161.1,-686.5
17.098,-163.1,-686.0
17.114,-164.4,-685.8
17.131,-164.9,-685.6
17.147,-164.2,-685.6
17.164,-162.8,-686.2
17.181,-160.1,-686.7
17.197,-156.7,-687.7
17.214,-152.4,-688.6
17.231,-147.5,-689.9
17.247,-141.3,-691.1
17.264,-134.0,-692.9
17.281,-126.8,-694.3
17.297,-118.4,-695.9
17.314,-107.9,-697.7
17.331,-98.98,-699.2
17.347,-87.92,-700.9
17.364,-77.41,-702.3
17.381,-65.97,-703.5
17.397,-53.40,-704.8
17.414,-41.59,-705.5
17.430,-29.35,-706.2
17.447,-14.84,-706.5
17.464,-1.733,-707.0
17.480,12.01,-706.8
17.497,24.90,-706.4
17.514,37.79,-706.2
17.530,51.19,-705.6
17.547,64.07,-704.5
17.564,76.60,-703.4
17.580,88.14,-702.2
17.597,100.9,-700.7
17.614,112.5,-698.8
17.630,123.6,-696.9
17.647,132.6,-695.3
17.664,142.2,-693.4
17.680,151.0,-691.6
17.697,159.7,-689.8
17.713,166.8,-688.2
17.730,173.8,-686.5
17.747,179.5,-684.8
17.763,184.3,-683.6
17.780,188.2,-682.5
17.797,191.3,-681.4
17.813,193.6,-681.0
17.830,194.8,-680.3
17.847,195.4,-680.4
17.863,194.8,-680.4
17.880,193.5,-681.0
17.897,190.9,-681.3
17.913,187.8,-682.5
17.930,183.6,-683.6
17.947,178.8,-685.0
17.963,173.1,-686.2
17.980,166.4,-688.2
17.997,158.7,-690.1
18.013,150.9,-691.8
18.030,141.9,-693.6
18.046,132.1,-695.5
18.063,121.8,-697.2
18.080,112.0,-698.9
18.096,100.1,-700.6
18.113,88.84,-701.8
18.130,76.12,-703.4
18.146,63.59,-704.3
18.163,50.95,-705.4
18.180,37.79,-706.2
18.196,25.16,-706.6
18.213,12.89,-706.6
18.230,-0.620,-706.7
18.246,-13.97,-706.7
18.263,-27.45,-706.2
18.280,-40.04,-705.4
18.296,-52.02,-704.7
18.313,-64.13,-703.4
18.329,-75.45,-701.8
18.346,-86.22,-700.5
18.363,-97.61,-699.3
18.379,-106.1,-697.8
18.396,-116.2,-696.2
18.413,-123.8,-694.7
18.429,-132.1,-693.2
18.446,-137.8,-691.9
18.463,-144.2,-690.6
18.479,-149.6,-689.5
18.496,-153.7,-688.4
18.513,-156.9,-687.6
18.529,-159.2,-687.1
18.546,-160.6,-687.0
18.563,-161.1,-687.1
18.579,-160.6,-687.2
18.596,-159.3,-687.6
18.612,-156.7,-688.0
18.629,-153.6,-688.8
18.646,-149.6,-689.7
18.662,-144.8,-691.0
18.679,-139.2,-692.1
18.696,-132.5,-693.5
18.712,-125.3,-695.0
18.729,-116.8,-696.9
18.746,-107.2,-697.9
18.762,-98.40,-699.4
18.779,-87.69,-701.2
18.796,-76.59,-702.6
18.812,-64.85,-703.8
18.829,-53.58,-704.7
18.846,-41.40,-705.6
18.862,-29.51,-706.4
18.879,-16.12,-706.9
18.895,-3.982,-707.2
18.912,9.918,-706.9
18.929,23.04,-706.9
18.945,35.47,-706.5
18.962,48.64,-705.7
18.979,60.90,-704.7
18.995,73.49,-703.5
19.012,85.92,-702.3
19.029,97.69,-700.7
19.045,108.1,-699.5
19.062,119.2,-697.6
19.079,129.3,-695.7
19.095,138.4,-694.4
19.112,147.1,-692.6
19.129,155.1,-690.6
19.145,162.5,-688.9
19.162,169.1,-687.4
19.179,174.7,-686.0
19.195,179.4,-684.6
19.212,183.3,-683.4
19.228,186.6,-682.4
19.245,188.7,-681.7
19.262,189.8,-681.6
19.278,190.5,-681.3
19.295,190.0,-681.5
19.312,189.0,-682.1
19.328,186.8,-682.7
19.345,184.1,-683.2
19.362,180.0,-684.6
19.378,175.1,-685.9
19.395,169.4,-687.1
19.412,163.2,-688.8
19.428,156.5,-690.5
