t,x,y
19.445,147.5,-692.4
19.462,139.0,-694.2
19.478,129.8,-695.8
19.495,119.9,-697.6
19.511,110.1,-698.9
19.528,100.0,-700.7
19.545,87.84,-702.2
19.561,76.04,-703.4
19.578,64.30,-704.5
19.595,51.70,-705.2
19.611,38.37,-706.5
19.628,26.39,-706.9
19.645,13.47,-706.9
19.661,0.143,-706.6
19.678,-12.77,-706.6
19.695,-24.35,-706.0
19.711,-37.15,-705.5
19.728,-49.06,-704.8
19.745,-60.92,-703.5
19.761,-72.16,-702.3
19.778,-82.86,-701.2
19.794,-92.47,-699.9
19.811,-102.8,-698.2
19.828,-111.2,-696.6
19.844,-119.6,-695.5
19.861,-126.6,-693.9
19.878,-133.9,-692.4
19.894,-139.7,-691.3
19.911,-144.6,-690.4
19.928,-149.3,-689.3
19.944,-152.3,-688.5
19.961,-154.2,-687.8
19.978,-155.7,-687.6
19.994,-156.2,-687.5
20.011,-155.9,-687.5
20.028,-154.6,-687.9
20.044,-152.6,-688.3
20.061,-149.7,-689.1
20.078,-145.8,-690.2
20.094,-140.9,-691.5
20.111,-134.9,-692.4
20.127,-128.3,-693.8
20.144,-121.1,-695.2
20.161,-113.0,-696.6
20.177,-104.5,-698.3
20.194,-95.21,-699.5
20.211,-84.70,-701.0
20.227,-75.18,-702.2
20.244,-63.60,-703.5
20.261,-51.97,-704.6
20.277,-40.06,-705.5
20.294,-28.52,-706.4
20.311,-15.77,-706.8
20.327,-3.619,-707.3
20.344,9.808,-707.3
20.361,22.53,-706.9
20.377,34.22,-706.6
20.394,47.04,-705.8
20.410,60.09,-704.9
20.427,71.92,-703.8
20.444,83.35,-702.4
20.460,93.94,-701.2
20.477,106.2,-699.9
20.494,115.3,-698.4
20.510,125.6,-696.8
20.527,134.5,-695.4
20.544,142.9,-693.5
20.560,151.2,-691.7
20.577,158.2,-690.2
20.594,164.6,-688.7
20.610,170.2,-687.3
20.627,174.8,-685.9
20.644,179.1,-684.8
20.660,182.3,-683.9
20.677,184.5,-683.3
20.693,185.9,-683.1
20.710,186.5,-683.0
20.727,186.2,-682.9
20.743,185.0,-683.1
20.760,182.8,-683.6
20.777,180.1,-684.7
20.793,176.3,-685.6
20.810,171.7,-686.7
20.827,166.6,-688.0
20.843,160.0,-689.3
20.860,153.4,-690.9
20.877,145.5,-692.7
20.893,137.2,-694.3
20.910,128.1,-696.0
20.927,118.2,-697.6
20.943,108.2,-699.2
20.960,98.03,-700.8
20.976,86.78,-702.4
20.993,75.41,-703.5
21.010,63.73,-704.6
21.026,51.76,-705.5
21.043,39.04,-706.3
21.060,26.66,-706.8
21.076,14.51,-706.7
21.093,1.268,-707.1
21.110,-10.74,-707.0
21.126,-23.58,-706.2
21.143,-34.99,-705.7
21.160,-47.59,-705.2
21.176,-58.85,-704.1
21.193,-70.35,-703.4
21.210,-80.90,-702.1
21.226,-90.27,-700.9
21.243,-99.94,-699.5
21.260,-109.2,-698.0
21.276,-116.3,-696.9
21.293,-124.4,-695.5
21.309,-131.2,-694.2
21.326,-136.6,-693.0
21.343,-141.5,-691.9
21.359,-146.0,-690.7
21.376,-149.1,-689.9
21.393,-151.4,-689.4
21.409,-153.0,-689.1
21.426,-153.5,-689.3
21.443,-153.3,-689.4
21.459,-152.2,-689.6
21.476,-150.4,-690.1
21.493,-147.4,-690.7
21.509,-143.6,-691.8
21.526,-138.8,-692.6
21.543,-133.5,-693.9
21.559,-127.2,-695.0
21.576,-120.3,-696.3
21.592,-112.6,-697.7
21.609,-103.3,-698.9
21.626,-94.31,-700.3
21.642,-84.17,-701.6
21.659,-73.74,-702.9
21.676,-61.98,-703.9
21.692,-50.76,-704.9
21.709,-39.92,-705.5
21.726,-28.08,-706.3
21.742,-15.74,-706.8
21.759,-4.034,-707.3
21.776,7.922,-707.1
21.792,21.79,-706.8
21.809,32.74,-706.5
21.826,46.11,-705.9
21.842,57.23,-705.2
21.859,69.15,-704.2
21.875,81.36,-702.9
21.892,92.58,-701.9
21.909,102.4,-700.4
21.925,111.7,-699.1
21.942,122.2,-697.7
21.959,131.5,-695.8
21.975,139.1,-694.2
21.992,147.1,-692.5
22.009,153.9,-691.2
22.025,160.6,-689.6
22.042,166.2,-688.3
22.059,170.8,-687.1
22.075,175.0,-686.2
22.092,178.2,-685.5
22.109,180.5,-684.9
22.125,182.0,-684.6
22.142,182.5,-684.3
22.159,182.2,-684.5
22.175,181.0,-684.6
22.192,179.3,-685.1
22.208,176.3,-685.9
22.225,172.7,-686.6
22.242,168.6,-687.7
22.258,163.0,-689.3
22.275,157.3,-690.6
22.292,150.3,-692.0
22.308,143.1,-693.6
22.325,135.1,-695.0
22.342,126.3,-696.6
22.358,116.7,-698.2
22.375,106.9,-699.5
22.392,97.05,-700.8
22.408,86.10,-702.4
22.425,74.98,-703.7
22.442,63.39,-704.6
22.458,51.45,-705.5
22.475,39.47,-706.3
22.491,27.74,-706.5
22.508,16.08,-706.7
22.525,4.254,-706.7
22.541,-8.137,-706.6
22.558,-21.62,-706.5
22.575,-32.82,-705.9
22.591,-44.71,-705.4
22.608,-56.05,-704.2
22.625,-67.25,-703.4
22.641,-77.77,-702.2
22.658,-87.38,-701.4
22.675,-95.94,-699.8
22.691,-105.0,-698.5
22.708,-112.8,-697.3
22.725,-120.4,-696.2
22.741,-126.3,-694.8
22.758,-132.0,-693.8
22.774,-136.6,-692.8
22.791,-141.0,-691.5
22.808,-143.8,-691.0
22.824,-146.5,-690.4
22.841,-148.1,-690.1
22.858,-148.6,-690.3
22.874,-148.4,-690.3
22.891,-147.5,-690.6
22.908,-145.7,-691.1
22.924,-142.9,-692.1
22.941,-139.0,-692.5
22.958,-134.4,-693.5
22.974,-129.5,-694.5
22.991,-122.8,-695.8
23.008,-115.8,-696.8
23.024,-108.4,-698.3
23.041,-100.2,-699.4
23.057,-91.20,-700.7
23.074,-82.10,-702.2
23.091,-71.65,-703.0
23.107,-61.55,-704.5
23.124,-50.68,-705.5
23.141,-39.59,-706.2
23.157,-27.80,-707.2
23.174,-16.36,-707.6
23.191,-4.266,-707.7
23.207,8.499,-707.7
23.224,20.18,-707.6
23.241,32.08,-707.2
23.257,44.44,-707.0
23.274,56.36,-705.8
23.291,67.67,-704.6
23.307,78.76,-703.5
23.324,89.56,-702.4
23.341,99.74,-701.1
23.357,109.4,-699.4
23.374,119.1,-698.1
23.390,128.0,-696.6
23.407,136.3,-695.1
23.424,144.1,-693.6
23.440,150.8,-692.2
23.457,157.2,-690.8
23.474,162.7,-689.5
23.490,167.3,-688.6
23.507,171.2,-687.3
23.524,174.2,-686.6
23.540,176.4,-685.8
23.557,178.0,-685.5
23.574,178.5,-685.3
23.590,178.2,-685.5
