t,x,y
19.626,-107.9,-562.8
19.643,-117.2,-560.9
19.659,-126.0,-558.7
19.676,-133.3,-556.8
19.693,-139.9,-555.1
19.709,-145.6,-553.3
19.726,-150.5,-552.3
19.743,-153.9,-551.0
19.759,-156.3,-550.2
19.776,-157.9,-549.6
19.793,-158.3,-549.7
19.809,-157.6,-550.0
19.826,-155.9,-550.4
19.843,-152.8,-551.2
19.859,-149.2,-552.3
19.876,-143.7,-553.9
19.893,-138.2,-555.3
19.909,-130.8,-557.4
19.926,-122.9,-559.3
19.942,-114.3,-561.2
19.959,-104.5,-563.1
19.976,-93.80,-565.2
19.992,-82.60,-566.9
20.009,-70.30,-568.9
20.026,-58.32,-570.4
20.042,-45.19,-571.7
20.059,-32.12,-572.8
20.076,-18.29,-573.4
20.092,-4.639,-573.9
20.109,9.718,-573.8
20.126,23.45,-573.7
20.142,37.40,-573.1
20.159,51.20,-571.8
20.176,64.45,-570.6
20.192,77.18,-569.2
20.209,89.28,-567.4
20.225,101.2,-565.7
20.242,112.6,-563.4
20.259,123.3,-561.4
20.275,133.4,-559.1
20.292,142.4,-556.8
20.309,150.4,-554.5
20.325,157.7,-552.6
20.342,164.1,-550.7
20.359,169.4,-549.1
20.375,173.7,-547.7
20.392,177.1,-546.5
20.409,179.3,-545.8
20.425,180.7,-545.4
20.442,180.5,-545.5
20.459,179.5,-545.9
20.475,177.6,-546.4
20.492,174.5,-547.4
20.508,170.3,-549.1
20.525,165.4,-550.5
20.542,159.2,-552.4
20.558,152.3,-554.4
20.575,144.3,-556.7
20.592,135.5,-558.9
20.608,126.1,-561.1
20.625,115.9,-563.2
20.642,104.7,-565.5
20.658,93.13,-567.5
20.675,80.43,-569.6
20.692,68.17,-571.0
20.708,54.62,-572.2
20.725,41.44,-573.6
20.742,27.38,-574.3
20.758,13.83,-574.5
20.775,0.180,-574.5
20.791,-13.51,-574.2
20.808,-27.03,-573.9
20.825,-39.98,-572.9
20.841,-53.13,-571.4
20.858,-65.29,-570.2
20.875,-77.41,-568.3
20.891,-88.95,-566.6
20.908,-99.15,-564.8
20.925,-108.9,-563.0
20.941,-117.6,-560.9
20.958,-125.6,-559.0
20.975,-132.8,-557.2
20.991,-139.3,-555.3
21.008,-144.3,-554.1
21.025,-148.7,-552.9
21.041,-151.7,-551.9
21.058,-153.7,-551.1
21.074,-154.7,-550.8
21.091,-154.7,-550.7
21.108,-153.5,-551.0
21.124,-151.5,-551.7
21.141,-148.1,-552.5
21.158,-143.8,-553.7
21.174,-138.5,-555.3
21.191,-132.0,-557.0
21.208,-124.7,-558.6
21.224,-116.9,-560.3
21.241,-107.4,-562.4
21.258,-97.72,-564.2
21.274,-87.31,-566.4
21.291,-76.13,-568.3
21.307,-64.39,-569.8
21.324,-52.13,-571.3
21.341,-39.20,-572.5
21.357,-25.92,-573.3
21.374,-12.24,-574.0
21.391,1.220,-574.1
21.407,15.08,-573.8
21.424,28.30,-573.6
21.441,41.68,-572.9
21.457,54.86,-571.8
21.474,67.84,-570.5
21.491,80.95,-568.9
21.507,92.51,-567.3
21.524,103.9,-565.5
21.541,114.9,-563.4
21.557,124.9,-561.5
21.574,134.2,-559.3
21.590,142.8,-557.3
21.607,150.5,-555.4
21.624,157.2,-553.3
21.640,162.9,-551.8
21.657,167.9,-550.5
21.674,171.7,-549.2
21.690,174.4,-548.4
21.707,176.1,-547.8
21.724,176.9,-547.7
21.740,176.7,-547.6
21.757,175.3,-548.1
21.774,173.0,-548.8
21.790,169.5,-549.9
21.807,165.2,-551.1
21.824,159.7,-552.5
21.840,153.6,-554.5
21.857,146.3,-556.8
21.873,138.1,-558.7
21.890,129.3,-560.8
21.907,119.3,-562.8
21.923,109.3,-564.9
21.940,97.99,-566.8
21.957,86.28,-568.9
21.973,73.97,-570.3
21.990,61.47,-571.7
22.007,48.94,-572.7
22.023,35.68,-573.8
22.040,21.86,-574.2
22.057,8.566,-574.5
22.073,-5.330,-574.7
22.090,-18.37,-574.2
22.107,-31.78,-573.2
22.123,-44.13,-572.4
22.140,-56.60,-571.2
22.156,-68.50,-569.4
22.173,-80.06,-568.0
22.190,-90.49,-566.1
22.206,-100.5,-564.3
22.223,-109.6,-562.6
22.240,-118.0,-560.7
22.256,-125.1,-558.9
22.273,-131.6,-557.1
22.290,-137.3,-555.6
22.306,-142.2,-554.2
22.323,-145.6,-553.3
22.340,-148.1,-552.5
22.356,-149.6,-552.1
22.373,-150.1,-551.9
22.390,-149.6,-551.9
22.406,-148.2,-552.3
22.423,-145.0,-553.0
22.439,-141.6,-554.3
22.456,-137.0,-555.4
22.473,-131.5,-557.2
22.489,-125.0,-558.7
22.506,-117.7,-560.2
22.523,-109.4,-562.3
22.539,-100.0,-564.1
22.556,-90.16,-565.8
22.573,-79.67,-567.6
22.589,-67.92,-569.0
22.606,-56.48,-570.4
