t,x,y
3.779,162.7,-551.1
3.795,148.6,-555.1
3.812,132.9,-559.0
3.829,116.4,-562.7
3.845,99.15,-566.0
3.862,81.26,-568.7
3.879,62.86,-570.9
3.895,43.91,-572.8
3.912,25.75,-573.7
3.929,7.216,-574.1
3.945,-12.07,-573.6
3.962,-30.85,-572.7
3.979,-49.63,-571.0
3.995,-67.63,-569.1
4.012,-85.57,-566.5
4.028,-101.9,-563.5
4.045,-117.8,-560.4
4.062,-132.4,-556.9
4.078,-146.7,-553.3
4.095,-159.2,-549.6
4.112,-170.5,-545.9
4.128,-180.9,-542.4
4.145,-189.6,-539.4
4.162,-197.6,-536.4
4.178,-203.4,-534.1
4.195,-208.5,-531.9
4.212,-212.1,-530.3
4.228,-214.0,-529.4
4.245,-214.6,-529.3
4.261,-214.0,-529.6
4.278,-212.0,-530.3
4.295,-208.6,-531.9
4.311,-204.1,-533.9
4.328,-197.9,-536.3
4.345,-190.4,-539.1
4.361,-181.6,-542.4
4.378,-172.1,-545.8
4.395,-160.9,-549.2
4.411,-148.4,-552.9
4.428,-134.6,-556.6
4.445,-120.0,-560.1
4.461,-104.9,-563.3
4.478,-88.83,-565.8
4.495,-71.08,-568.7
4.511,-53.45,-570.8
4.528,-35.71,-572.5
4.544,-17.77,-573.5
4.561,1.294,-573.8
4.578,19.57,-573.5
4.594,39.03,-573.0
4.611,57.36,-571.3
4.628,76.09,-569.0
4.644,92.82,-566.8
4.661,110.0,-563.8
4.678,125.6,-560.8
4.694,141.6,-556.8
4.711,156.5,-552.9
4.728,169.7,-549.1
4.744,182.1,-544.7
4.761,193.3,-540.9
4.778,203.3,-537.1
4.794,212.4,-533.6
4.811,220.1,-530.3
4.827,226.4,-527.7
4.844,231.4,-525.9
4.861,234.8,-524.1
4.877,237.4,-522.9
4.894,238.2,-522.4
4.911,237.9,-522.7
4.927,236.1,-523.6
4.944,232.8,-525.1
4.961,228.3,-527.0
4.977,222.5,-529.5
4.994,215.2,-532.9
5.011,206.9,-536.0
5.027,197.2,-539.8
5.044,185.8,-543.5
5.061,174.1,-547.6
5.077,160.7,-551.8
5.094,146.6,-555.7
5.110,130.6,-559.6
5.127,115.2,-562.8
5.144,98.51,-566.1
5.160,80.99,-568.2
5.177,63.20,-570.7
5.194,44.74,-572.6
5.210,26.59,-573.4
5.227,8.635,-573.9
5.244,-10.71,-573.7
5.260,-29.12,-572.9
5.277,-46.87,-571.6
5.294,-64.33,-569.6
5.310,-81.78,-567.0
5.327,-97.85,-564.4
5.344,-113.7,-561.4
5.360,-127.7,-558.1
5.377,-141.8,-554.3
5.393,-154.0,-551.0
5.410,-165.4,-547.4
5.427,-175.3,-544.2
5.443,-184.2,-541.3
5.460,-191.2,-538.8
5.477,-197.5,-536.1
5.493,-202.5,-534.3
5.510,-205.7,-532.8
5.527,-207.7,-531.8
5.543,-208.6,-531.6
5.560,-208.0,-531.7
5.577,-206.3,-532.7
5.593,-202.9,-534.0
5.610,-198.7,-535.7
5.627,-192.5,-538.1
5.643,-185.3,-540.8
5.660,-177.1,-543.6
5.676,-167.2,-546.7
5.693,-156.4,-550.3
5.710,-144.5,-553.7
5.726,-130.8,-557.2
5.743,-117.0,-560.6
5.760,-101.4,-563.9
5.776,-86.06,-566.4
5.793,-69.08,-568.7
5.810,-51.88,-570.9
5.826,-34.18,-572.5
5.843,-16.56,-573.5
5.860,2.074,-573.9
5.876,20.37,-573.8
5.893,38.32,-572.8
5.909,56.01,-571.5
5.926,73.50,-569.8
5.943,90.34,-567.4
5.959,106.9,-564.6
5.976,123.2,-561.4
5.993,138.8,-557.8
6.009,153.1,-553.8
6.026,166.6,-550.0
6.043,178.4,-546.3
6.059,189.5,-542.6
6.076,199.1,-538.9
6.093,208.0,-535.8
6.109,215.3,-532.9
6.126,221.5,-530.1
6.143,226.6,-528.0
6.159,230.0,-526.5
6.176,232.2,-525.8
6.192,233.2,-525.3
6.209,232.7,-525.3
6.226,230.9,-526.2
6.242,227.6,-527.9
6.259,223.2,-529.8
6.276,217.4,-532.1
6.292,210.0,-534.9
6.309,201.6,-538.1
6.326,191.8,-541.7
6.342,181.1,-545.2
6.359,169.4,-549.3
6.376,156.8,-552.9
6.392,143.2,-556.5
6.409,127.9,-560.3
6.426,112.6,-563.7
6.442,96.02,-566.6
6.459,79.80,-568.9
6.475,62.51,-571.0
6.492,44.00,-572.5
6.509,26.09,-573.8
6.525,8.439,-574.0
6.542,-9.912,-573.8
6.559,-27.49,-573.0
6.575,-45.41,-571.5
6.592,-62.36,-569.7
6.609,-79.61,-567.7
6.625,-95.23,-565.1
6.642,-110.1,-562.0
6.659,-124.0,-559.1
6.675,-137.5,-555.6
6.692,-149.6,-552.0
6.709,-160.7,-548.7
6.725,-170.3,-545.6
6.742,-179.3,-542.5
6.758,-186.4,-540.3
6.775,-192.5,-537.8
6.792,-197.5,-536.2
6.808,-200.7,-534.9
6.825,-202.8,-534.0
6.842,-203.6,-533.7
6.858,-203.1,-533.9
6.875,-201.1,-534.6
6.892,-197.7,-535.9
6.908,-193.6,-537.5
6.925,-187.6,-539.8
6.942,-180.8,-542.3
6.958,-172.3,-545.4
6.975,-163.2,-548.5
6.992,-151.9,-551.8
7.008,-139.8,-555.0
7.025,-126.9,-558.0
7.041,-113.7,-561.3
7.058,-98.26,-564.2
7.075,-83.00,-566.6
7.091,-66.77,-569.3
7.108,-49.81,-571.1
7.125,-33.04,-572.4
7.141,-15.81,-573.3
7.158,2.179,-573.7
7.175,20.31,-573.8
7.191,38.29,-573.0
7.208,55.39,-571.4
7.225,72.24,-569.6
7.241,88.96,-567.4
7.258,105.7,-564.9
7.275,120.4,-561.9
7.291,135.0,-558.3
7.308,148.9,-554.8
7.324,161.9,-551.4
7.341,174.4,-547.7
7.358,185.1,-544.2
7.374,194.9,-540.7
7.391,203.2,-537.6
7.408,210.3,-534.9
7.424,216.5,-532.6
7.441,221.2,-530.5
7.458,224.6,-528.8
7.474,226.5,-528.1
7.491,227.2,-527.5
7.508,226.7,-527.8
7.524,224.9,-528.8
7.541,221.6,-530.1
7.558,217.3,-531.9
7.574,211.5,-534.2
7.591,204.4,-537.3
7.607,196.3,-540.5
7.624,186.5,-543.9
7.641,176.1,-547.1
7.657,164.3,-550.6
7.674,151.5,-554.4
7.691,138.0,-558.1
7.707,123.4,-561.4
7.724,108.4,-564.8
7.741,92.29,-567.5
7.757,75.49,-569.8
7.774,58.71,-571.8
7.791,41.32,-573.0
7.807,23.59,-573.9
7.824,6.353,-574.0
7.840,-11.09,-573.5
7.857,-28.28,-572.9
7.874,-45.62,-571.7
7.890,-62.35,-570.1
7.907,-78.41,-567.8
7.924,-93.97,-565.2
7.940,-108.9,-562.4
7.957,-122.7,-559.2
7.974,-135.6,-556.3
7.990,-147.3,-553.1
8.007,-158.2,-549.8
8.024,-167.0,-546.8
8.040,-175.4,-544.1
8.057,-182.6,-541.6
8.074,-188.5,-539.5
8.090,-192.8,-537.8
8.107,-196.2,-536.2
8.123,-198.0,-535.6
8.140,-198.5,-535.5
8.157,-198.0,-535.6
8.173,-196.0,-536.4
8.190,-192.6,-537.9
8.207,-188.3,-539.6
8.223,-182.6,-541.8
8.240,-175.8,-544.3
8.257,-167.0,-547.1
8.273,-157.8,-549.8
8.290,-147.1,-552.9
8.307,-135.8,-556.3
8.323,-123.0,-559.2
8.340,-109.3,-562.5
8.357,-94.72,-565.2
8.373,-79.47,-567.5
8.390,-63.43,-570.0
8.406,-47.17,-571.4
8.423,-30.48,-573.0
8.440,-13.54,-573.7
8.456,3.976,-574.1
8.473,21.27,-573.7
8.490,38.74,-572.9
8.506,55.41,-571.3
8.523,72.26,-569.6
8.540,88.76,-567.5
8.556,104.9,-564.8
8.573,120.0,-561.8
8.590,134.0,-558.6
8.606,147.1,-555.5
8.623,159.8,-551.9
8.640,171.3,-548.4
8.656,182.0,-544.9
8.673,191.5,-541.6
8.689,199.6,-538.8
8.706,206.6,-535.8
8.723,212.2,-533.7
8.739,216.8,-532.0
8.756,220.1,-530.2
8.773,222.0,-529.7
8.789,222.8,-529.3
8.806,222.1,-529.7
8.823,220.3,-530.4
8.839,217.0,-531.9
8.856,212.4,-534.1
8.873,206.6,-536.2
8.889,199.5,-539.1
8.906,191.2,-541.8
8.923,182.3,-545.3
8.939,171.5,-548.8
8.956,160.1,-552.2
8.972,147.7,-555.4
8.989,134.0,-558.9
9.006,119.2,-562.2
9.022,104.5,-565.3
9.039,89.00,-567.6
9.056,73.13,-569.9
9.072,56.60,-571.7
9.089,39.81,-573.0
9.106,22.94,-573.9
9.122,5.322,-573.9
9.139,-11.96,-573.3
9.156,-27.77,-572.9
9.172,-45.17,-571.8
9.189,-60.89,-570.1
9.206,-76.65,-567.8
9.222,-92.26,-565.4
9.239,-106.5,-562.8
9.255,-119.4,-560.0
9.272,-132.6,-556.8
9.289,-143.9,-553.8
9.305,-154.7,-550.6
9.322,-163.3,-548.1
9.339,-171.8,-545.3
9.355,-178.8,-543.2
9.372,-184.4,-541.3
9.389,-188.6,-539.8
9.405,-191.6,-538.8
9.422,-193.4,-538.1
9.439,-193.9,-537.7
9.455,-193.1,-537.9
9.472,-191.1,-538.6
9.488,-187.5,-540.0
9.505,-183.1,-541.3
9.522,-177.4,-543.8
9.538,-170.6,-546.1
9.555,-162.4,-548.7
9.572,-153.3,-551.5
9.588,-142.9,-554.3
9.605,-131.4,-557.2
9.622,-118.8,-560.4
9.638,-105.3,-563.2
9.655,-90.82,-565.9
9.672,-76.08,-568.1
9.688,-60.39,-570.3
9.705,-44.08,-571.9
9.722,-27.12,-572.8
9.738,-10.62,-573.5
9.755,6.287,-573.9
9.771,22.49,-573.6
9.788,39.40,-572.8
9.805,55.65,-571.5
9.821,71.95,-569.7
9.838,88.13,-567.8
9.855,102.9,-565.2
9.871,117.9,-562.5
9.888,131.9,-559.5
9.905,145.1,-556.1
9.921,157.4,-552.5
9.938,168.5,-549.6
9.955,178.5,-546.3
9.971,187.4,-543.3
9.988,195.3,-540.6
10.005,202.0,-538.0
10.021,207.5,-535.8
10.038,211.7,-534.0
10.054,214.6,-532.7
10.071,216.2,-532.0
10.088,216.8,-531.7
10.104,216.3,-532.2
10.121,214.1,-533.0
10.138,211.0,-534.6
10.154,206.6,-536.3
10.171,200.6,-538.6
10.188,193.5,-541.1
10.204,185.4,-544.0
10.221,176.6,-546.8
10.238,166.2,-550.0
10.254,155.0,-553.1
10.271,142.4,-556.6
10.288,129.1,-559.9
10.304,115.3,-562.9
10.321,100.5,-565.8
10.337,85.18,-568.0
10.354,69.20,-570.3
10.371,53.02,-571.8
10.387,36.40,-573.3
10.404,19.94,-574.0
10.421,3.815,-574.0
10.437,-13.94,-573.5
10.454,-30.24,-572.9
10.471,-46.59,-571.9
10.487,-62.22,-570.0
10.504,-77.43,-567.9
10.521,-91.90,-565.6
10.537,-106.2,-562.8
10.554,-118.7,-560.3
10.571,-130.8,-557.4
10.587,-141.7,-554.7
10.604,-151.6,-551.8
10.620,-160.4,-549.0
10.637,-168.3,-546.5
10.654,-174.8,-544.2
10.670,-179.9,-542.2
10.687,-184.1,-540.7
10.704,-186.8,-539.8
10.720,-188.2,-538.9
10.737,-188.4,-538.9
10.754,-187.9,-539.2
10.770,-185.7,-540.2
10.787,-182.4,-541.6
10.804,-177.7,-543.1
10.820,-171.7,-545.1
10.837,-164.9,-547.5
10.854,-156.4,-550.0
10.870,-147.5,-552.5
10.887,-136.8,-555.6
10.903,-125.4,-558.5
10.920,-113.5,-561.3
10.937,-100.4,-563.9
10.953,-86.37,-566.4
10.970,-71.66,-568.4
10.987,-56.55,-570.7
11.003,-40.87,-571.9
11.020,-24.56,-572.9
11.037,-8.475,-573.6
11.053,8.436,-573.9
11.070,24.78,-573.3
11.087,41.35,-572.7
11.103,56.78,-571.5
11.120,72.87,-569.7
11.136,88.78,-567.6
11.153,104.2,-565.1
11.170,118.2,-562.6
11.186,131.4,-559.5
11.203,143.9,-556.3
11.220,155.9,-553.3
11.236,166.5,-550.4
11.253,176.2,-547.4
11.270,184.7,-544.6
11.286,192.0,-541.9
11.303,198.8,-539.4
11.320,203.9,-537.7
11.336,208.2,-536.0
11.353,211.0,-534.8
11.370,212.5,-534.2
11.386,212.7,-534.1
11.403,211.6,-534.3
11.419,209.4,-535.3
11.436,205.9,-536.8
11.453,201.5,-538.7
11.469,195.6,-540.9
11.486,188.3,-543.5
11.503,180.2,-546.2
11.519,170.9,-549.1
11.536,160.5,-552.2
11.553,149.5,-555.3
11.569,136.8,-558.3
11.586,124.2,-561.6
11.603,110.0,-564.5
11.619,96.09,-566.9
11.636,80.35,-569.5
11.653,65.62,-571.2
11.669,49.63,-573.0
11.686,33.02,-573.8
11.702,16.98,-574.3
11.719,0.525,-574.4
11.736,-15.78,-574.1
11.752,-32.04,-573.3
11.769,-47.38,-571.9
11.786,-62.52,-570.1
11.802,-77.91,-568.4
11.819,-91.57,-566.1
11.836,-105.3,-563.4
11.852,-117.8,-561.1
11.869,-129.3,-558.1
11.886,-140.2,-555.4
11.902,-149.8,-552.9
11.919,-157.9,-550.3
11.936,-165.4,-547.8
11.952,-171.5,-545.8
11.969,-176.6,-544.0
11.985,-180.4,-542.6
12.002,-183.2,-541.8
12.019,-184.4,-541.3
12.035,-184.5,-541.4
12.052,-183.5,-541.9
12.069,-181.0,-542.6
12.085,-177.6,-543.7
12.102,-173.0,-545.3
12.119,-167.0,-547.4
12.135,-160.0,-549.7
12.152,-151.7,-552.1
12.169,-142.5,-554.8
12.185,-132.4,-557.3
12.202,-120.4,-560.2
12.219,-108.9,-562.5
12.235,-95.78,-565.0
12.252,-81.80,-567.5
12.268,-67.47,-569.5
12.285,-52.44,-571.3
12.302,-37.21,-572.5
12.318,-20.84,-573.6
12.335,-4.943,-574.1
12.352,11.46,-574.0
12.368,27.39,-573.7
12.385,43.37,-572.7
12.402,58.95,-571.3
12.418,74.57,-569.6
12.435,89.50,-567.7
12.452,104.0,-565.1
12.468,117.7,-562.4
12.485,130.5,-559.8
12.502,142.9,-556.3
12.518,154.3,-553.7
12.535,164.5,-550.7
12.551,173.7,-548.0
12.568,182.1,-545.0
12.585,188.9,-542.6
12.601,195.1,-540.6
12.618,200.1,-538.9
12.635,203.9,-537.5
12.651,206.5,-536.5
12.668,207.6,-536.0
12.685,207.5,-535.9
12.701,206.5,-536.4
12.718,204.0,-537.6
12.735,200.7,-539.0
12.751,195.6,-540.4
12.768,189.2,-542.8
12.784,182.2,-545.1
12.801,174.1,-547.6
12.818,164.9,-550.6
12.834,154.6,-553.4
12.851,143.8,-556.8
12.868,131.4,-559.8
12.884,118.7,-562.4
12.901,104.7,-565.3
12.918,90.82,-567.7
12.934,76.11,-569.9
12.951,60.71,-571.7
12.968,45.41,-572.9
12.984,29.14,-573.7
13.001,13.14,-574.3
13.018,-3.393,-574.3
13.034,-18.93,-573.6
13.051,-34.05,-573.0
13.067,-49.22,-571.1
13.084,-63.92,-569.7
13.101,-78.81,-568.2
13.117,-92.51,-565.9
13.134,-105.5,-563.5
13.151,-117.2,-561.0
13.167,-129.0,-558.3
13.184,-138.6,-555.6
13.201,-147.9,-553.0
13.217,-155.8,-550.7
13.234,-162.6,-548.5
13.251,-168.5,-546.7
13.267,-172.7,-545.1
13.284,-176.3,-543.9
13.301,-178.7,-543.0
13.317,-179.8,-542.5
13.334,-179.8,-542.5
13.350,-178.2,-542.9
13.367,-175.5,-543.9
13.384,-171.9,-545.0
13.400,-166.9,-546.6
13.417,-160.9,-548.8
13.434,-153.6,-550.9
13.450,-145.7,-553.2
13.467,-136.8,-555.8
13.484,-126.2,-558.2
13.500,-114.7,-560.9
13.517,-102.5,-563.4
13.534,-89.44,-565.7
13.550,-75.59,-568.2
13.567,-61.46,-569.9
13.584,-46.87,-571.2
13.600,-31.74,-572.5
13.617,-16.41,-573.5
13.633,-0.552,-573.9
13.650,15.42,-573.7
13.667,30.82,-573.2
13.683,46.67,-572.4
13.700,61.32,-571.3
13.717,76.37,-569.6
13.733,90.75,-567.7
13.750,105.0,-565.0
13.767,118.0,-562.3
13.783,130.5,-559.6
13.800,142.7,-557.0
13.817,153.3,-553.9
13.833,163.2,-551.3
13.850,172.0,-548.6
13.867,180.0,-546.0
13.883,186.8,-543.7
13.900,192.5,-541.8
13.916,196.6,-540.2
13.933,199.8,-538.8
13.950,202.2,-538.0
13.966,203.2,-537.7
13.983,202.7,-537.6
14.000,201.4,-538.2
14.016,198.8,-539.5
14.033,195.1,-540.8
14.050,190.1,-542.7
14.066,184.2,-544.7
14.083,177.0,-547.1
14.100,168.8,-549.7
14.116,159.9,-552.4
14.133,149.3,-555.3
14.150,137.9,-558.4
14.166,125.5,-561.3
14.183,113.6,-563.9
14.199,100.1,-566.3
14.216,85.76,-568.5
14.233,71.12,-570.6
14.249,56.55,-572.1
14.266,40.77,-573.2
14.283,25.02,-574.2
14.299,9.799,-574.8
14.316,-5.987,-574.5
14.333,-21.09,-574.0
14.349,-35.69,-573.0
14.366,-50.62,-571.7
14.383,-65.22,-569.8
14.399,-78.78,-567.8
14.416,-91.87,-565.5
14.432,-104.4,-563.4
14.449,-115.3,-560.9
14.466,-127.1,-558.6
14.482,-136.4,-556.1
14.499,-145.2,-553.8
14.516,-153.1,-551.4
14.532,-159.8,-549.4
14.549,-165.0,-547.7
14.566,-169.5,-546.2
14.582,-172.6,-545.3
14.599,-174.6,-544.7
14.616,-175.4,-544.5
14.632,-174.9,-544.5
14.649,-173.5,-545.2
14.666,-170.7,-546.4
14.682,-166.7,-547.5
14.699,-161.7,-549.1
14.715,-155.3,-551.1
14.732,-148.0,-553.1
14.749,-139.7,-555.5
14.765,-130.4,-557.8
14.782,-119.9,-560.2
14.799,-108.4,-562.6
14.815,-95.88,-564.9
14.832,-83.21,-566.8
14.849,-69.53,-569.1
14.865,-55.83,-570.6
14.882,-40.79,-571.9
14.899,-26.16,-572.6
14.915,-11.53,-573.6
14.932,4.193,-573.7
14.949,19.09,-573.8
14.965,34.39,-573.4
14.982,49.89,-572.3
14.998,64.90,-570.9
15.015,79.52,-569.1
15.032,93.51,-567.0
15.048,106.6,-564.8
15.065,119.5,-562.1
15.082,131.0,-559.5
15.098,142.4,-557.1
15.115,152.4,-554.3
15.132,162.1,-551.6
15.148,170.5,-549.1
15.165,178.0,-546.6
15.182,184.2,-544.5
15.198,189.3,-542.6
15.215,193.5,-541.4
15.232,196.5,-540.3
15.248,198.1,-539.7
15.265,198.6,-539.4
15.281,198.0,-539.8
15.298,196.4,-540.2
15.315,193.6,-541.6
15.331,189.6,-543.0
15.348,184.4,-544.8
15.365,178.2,-546.9
15.381,171.1,-549.3
15.398,162.7,-551.7
15.415,153.4,-554.1
15.431,143.2,-556.9
15.448,132.1,-559.8
15.465,119.7,-562.5
15.481,107.3,-564.9
15.498,93.37,-567.2
15.515,79.65,-569.6
15.531,65.62,-571.2
15.548,50.90,-572.3
15.564,36.31,-573.4
15.581,21.67,-573.9
15.598,6.417,-574.1
15.614,-9.239,-573.9
15.631,-24.27,-573.5
15.648,-39.00,-572.4
15.664,-53.42,-571.2
15.681,-67.15,-569.5
15.698,-81.00,-567.5
15.714,-93.10,-565.4
15.731,-105.5,-563.2
15.748,-116.1,-560.9
15.764,-126.7,-558.6
15.781,-135.8,-556.3
15.798,-143.7,-554.0
15.814,-150.8,-552.0
15.831,-156.9,-550.1
15.847,-162.1,-548.3
15.864,-166.2,-547.3
15.881,-168.7,-546.6
15.897,-170.0,-546.0
15.914,-170.4,-545.8
15.931,-169.8,-546.0
15.947,-168.0,-546.4
15.964,-164.9,-547.5
15.981,-160.5,-549.0
15.997,-155.2,-550.5
16.014,-148.9,-552.5
16.031,-141.7,-554.4
16.047,-133.1,-556.6
16.064,-123.7,-559.0
16.080,-113.3,-561.3
16.097,-102.1,-563.6
16.114,-89.82,-565.8
16.130,-76.95,-567.7
16.147,-63.47,-569.7
16.164,-49.75,-571.1
16.180,-35.98,-572.3
16.197,-20.79,-573.2
16.214,-5.648,-573.6
16.230,9.226,-573.9
16.247,23.96,-573.2
16.264,39.40,-573.0
16.280,54.06,-571.8
16.297,67.62,-570.5
16.314,81.56,-568.7
16.330,95.43,-566.7
16.347,108.1,-564.4
16.363,120.7,-562.2
16.380,131.9,-559.5
16.397,142.8,-556.6
16.413,152.3,-554.4
16.430,161.3,-551.7
16.447,169.3,-549.4
16.463,176.2,-547.2
16.480,181.9,-545.5
16.497,186.7,-543.8
16.513,190.3,-542.5
16.530,192.6,-541.5
16.547,193.9,-541.1
16.563,194.4,-540.9
16.580,193.4,-541.3
16.597,191.3,-542.1
16.613,188.3,-543.1
16.630,184.3,-544.5
16.646,178.7,-546.4
16.663,172.3,-548.5
16.680,164.9,-550.8
16.696,156.3,-553.3
16.713,147.0,-556.0
16.730,137.1,-558.5
16.746,125.6,-561.3
16.763,113.9,-563.8
16.780,101.5,-566.0
16.796,88.45,-567.9
16.813,74.65,-569.9
16.830,60.31,-571.5
16.846,46.47,-572.8
16.863,31.45,-573.4
16.880,16.73,-574.1
16.896,1.659,-574.1
16.913,-13.11,-573.7
16.929,-27.55,-572.9
16.946,-41.85,-571.9
16.963,-56.29,-570.7
16.979,-69.48,-569.2
16.996,-82.65,-567.2
17.013,-94.63,-565.1
17.029,-106.0,-562.8
17.046,-116.5,-560.6
17.063,-126.7,-558.5
17.079,-135.3,-556.3
17.096,-143.1,-554.1
17.113,-149.8,-552.3
17.129,-155.0,-550.8
17.146,-159.8,-549.2
17.163,-163.1,-548.3
17.179,-165.1,-547.6
17.196,-166.0,-547.1
17.212,-166.1,-547.0
17.229,-165.1,-547.4
17.246,-162.8,-548.0
17.262,-159.5,-549.0
17.279,-154.9,-550.5
17.296,-149.5,-552.0
17.312,-142.9,-553.9
17.329,-135.0,-556.0
17.346,-126.7,-558.0
17.362,-117.4,-560.0
17.379,-106.8,-562.4
17.396,-95.77,-564.5
17.412,-83.66,-566.7
17.429,-71.09,-568.3
17.446,-57.83,-570.2
17.462,-44.21,-571.5
17.479,-29.93,-572.6
17.495,-15.50,-573.4
17.512,-0.504,-573.9
17.529,14.25,-573.8
17.545,28.62,-573.6
17.562,43.46,-572.9
17.579,57.60,-571.7
17.595,71.28,-570.0
17.612,83.97,-568.2
17.629,97.47,-566.4
17.645,110.1,-564.0
17.662,121.6,-561.9
17.679,132.2,-559.3
17.695,142.3,-556.7
17.712,151.5,-554.5
17.728,159.9,-552.3
17.745,167.6,-550.0
17.762,173.8,-548.2
17.778,179.3,-546.5
17.795,183.4,-545.1
17.812,186.6,-543.9
17.828,188.7,-542.9
17.845,189.6,-542.6
17.862,189.3,-542.7
17.878,188.2,-543.0
17.895,185.8,-543.6
17.912,182.1,-545.1
17.928,178.0,-546.6
17.945,172.4,-548.7
17.962,165.8,-550.5
17.978,158.1,-553.0
17.995,149.2,-555.2
18.011,140.0,-557.6
18.028,129.6,-560.1
18.045,118.8,-562.4
18.061,107.1,-564.7
18.078,94.83,-566.9
18.095,81.51,-569.0
18.111,67.87,-570.4
18.128,54.27,-571.8
18.145,39.88,-573.2
18.161,26.63,-573.9
18.178,11.97,-574.0
18.195,-3.396,-574.3
18.211,-17.60,-573.7
18.228,-31.67,-572.8
18.245,-45.37,-571.8
18.261,-58.88,-570.3
18.278,-71.69,-568.7
18.294,-84.30,-566.9
18.311,-95.63,-564.8
18.328,-106.6,-563.0
18.344,-116.8,-560.6
18.361,-125.7,-558.7
18.378,-134.1,-556.4
18.394,-141.3,-554.7
18.411,-147.3,-552.9
18.428,-152.9,-551.3
18.444,-156.7,-550.2
18.461,-159.9,-549.2
18.478,-161.7,-548.6
18.494,-162.5,-548.5
18.511,-162.3,-548.6
18.528,-160.8,-549.1
18.544,-158.4,-549.8
18.561,-154.7,-550.8
18.577,-149.9,-552.0
18.594,-144.2,-553.7
18.611,-137.6,-555.8
18.627,-129.6,-557.8
18.644,-120.6,-559.6
18.661,-111.1,-561.6
18.677,-100.2,-563.8
18.694,-88.70,-565.9
18.711,-77.03,-567.6
18.727,-64.72,-569.5
18.744,-51.38,-571.0
18.761,-38.56,-572.2
18.777,-24.02,-573.1
18.794,-9.891,-573.4
18.811,4.464,-574.0
18.827,18.64,-574.1
18.844,32.20,-573.3
18.860,46.40,-572.7
18.877,60.21,-571.3
18.894,73.23,-570.2
18.910,86.38,-568.2
18.927,99.03,-566.4
18.944,110.9,-564.4
18.960,122.4,-562.0
18.977,132.7,-559.7
18.994,142.1,-557.3
19.010,150.9,-555.1
19.027,158.9,-552.5
19.044,165.7,-550.8
19.060,171.6,-549.0
19.077,176.5,-547.3
19.094,180.3,-546.3
19.110,183.0,-545.4
19.127,184.7,-544.8
19.143,185.1,-544.6
19.160,184.6,-544.8
19.177,183.1,-545.3
19.193,180.5,-546.4
19.210,176.6,-547.6
19.227,171.9,-549.3
19.243,166.1,-551.0
19.260,159.3,-553.0
19.277,151.7,-555.0
19.293,143.0,-557.4
19.310,133.7,-559.6
19.327,123.3,-562.1
19.343,111.7,-564.2
19.360,100.0,-566.6
19.377,88.40,-568.2
19.393,75.12,-570.2
19.410,62.14,-571.8
19.426,48.54,-573.0
19.443,34.69,-573.9
19.460,20.43,-574.5
19.476,5.712,-574.6
19.493,-7.879,-574.6
19.510,-21.76,-573.8
19.526,-35.61,-572.8
19.543,-48.41,-571.7
19.560,-62.32,-570.4
19.576,-74.54,-568.7
19.593,-86.25,-567.0
19.610,-97.53,-564.9
